Name	Location
LAMTOR3	4q23
HEXB	5q13.3
LOC339240	17p11.2
EML3	11q12.3
AGFG1	2q36.3
C1QB	1p36.12
CCDC71L	7q22.3
C6orf52	6p24.2
TMEM106B	7p21.3
OR6K6	1q23.1
EGR3	8p21.3
EGFR	7p11.2
C1orf106	1q32.1
EPB41L4A	5q22.1-q22.2
SCN7A	2q24.3
LOC284933	22q13.32
FLJ13224	12p11.21
TMED10	14q24.3
TRIM61	4q32.3
ACTR10	14q23.1
PTPRB	12q15
COQ9	16q21
TMEM130	7q22.1
CTNNA2	2p12
TEAD3	6p21.31
LOC100507500	7p11.2
HEATR4	14q24.3
HAPLN3	15q26.1
SKP1	5q31.1
LINC00476	9q22.32
PAX4	7q32.1
LINC00606	3p25.3
LPPR3	19p13.3
PANX3	11q24.2
LRP11	6q25.1
KCTD9	8p21.2
ADCY10	1q24.2
LOC84989	10q21.3
MIER1	1p31.3
MIR4282	6q13
MIR512-1	19q13.42
PPFIA4	1q32.1
EFCAB7	1p31.3
FOXI3	2p11.2
DSCAML1	11q23.3
GABBR2	9q22.33
IFIT5	10q23.31
FTH1P3	2p23.3
WNT3A	1q42.13
PLXNB1	3p21.31
TEAD4	12p13.33
MED21	12p11.23
CALCB	11p15.2
SYNGR4	19q13.33
JAG2	14q32.33
GAS8	16q24.3
NYNRIN	14q12
TRPC2	11p15.4
C16orf46	16q23.2
LEPROTL1	8p12
MIR5092	3q21.2
RALGAPA1	14q13.2
HIST1H2BN	6p22.1
LRMP	
GLO1	6p21.2
SIGLEC14	19q13.41
AMPH	7p14.1
MIR4633	5q23.3
PTRH2	17q23.1
HSD17B4	5q23.1
PDLIM5	4q22.3
IRG1	13q22.3
SERTAD4-AS1	1q32.2
BAGE2	21p11.2
TPPP3	16q22.1
SRD5A3-AS1	4q12
KBTBD6	13q14.11
ZNF786	7q36.1
C2orf73	2p16.2
ALAD	9q32
RAB40A	Xq22.2
PARVB	22q13.31
PNO1	2p14
PIGA	Xp22.2
DDHD2	8p11.23
ANO8	19p13.11
DUSP6	12q21.33
ZNF79	9q33.3
FBRS	16p11.2
SLC35B1	17q21.33
SLC35G1	10q23.33
CAMSAP3	19p13.2
GJA9	1p34.3
INS-IGF2	11p15.5
COX4I1	16q24.1
RCSD1	1q24.2
ATP6V1G1	9q32
ANKRD1	10q23.31
ACSL3	2q36.1
SREBF1	17p11.2
GALK1	17q25.1
MYBL2	20q13.12
RPP21	6p22.1
SNAR-I	3q28
NDUFV2	18p11.22
MIR1279	12q15
LARS	5q32
LOC100127983	8q21.3
HIGD1B	17q21.31
SLC22A18	11p15.4
PKD2L2	5q31.2
LANCL3	Xp21.1
LRRIQ1	12q21.31
MIR3199-1	22q12.1
RAP1GAP	1p36.12
HRSP12	8q22.2
CLEC12B	12p13.2
MIR1277	Xq24
TRAM2	6p12.2
RALB	2q14.2
GCC1	7q32.1
XAB2	19p13.2
ZBED2	3q13.13
PPIL6	6q21
SUDS3	12q24.23
SDR39U1	14q12
HIST1H4E	6p22.2
PLCD3	17q21.31
TTC7A	2p21
PLEKHB2	2q21.1
LOC400558	16q24.3
MLL3	7q36.1
EDARADD	1q42.3-q43
AGR3	7p21.1
DPPA5	6q13
LRIG3	12q14.1
LOC400940	2p25.2
OR1E1	17p13.3
RARG	12q13.13
GFOD2	16q22.1
PPP4R4	14q32.12-q32.13
IGLL3P	22q11.23
LTF	3p21.31
SIRPB1	20p13
MIR4308	14q22.2
SNORD116-2	15q11.2
ZNF264	19q13.43
C1orf173	1p31.1
ATP6V0A4	7q34
ALG9	11q23.1
HOOK1	1p32.1
MIR5699	10p15.3
LOC286135	8p12
FXYD1	19q13.12
EFNA5	5q21.3
CDRT7	17p12
DPP8	15q22.31
SMCR7L	22q13.1
MEN1	11q13.1
ZNF45	19q13.31
GALNT12	9q22.33
MAGEA12	Xq28
RTN1	14q23.1
RAB3D	19p13.2
ANKRA2	5q13.2
TMEM123	11q22.2
GPR68	14q32.11
ADORA3	1p13.2
LOC149950	20q11.21
MIR128-2	3p22.3
PGA4	11q12.2
KRTAP4-3	17q21.2
LARS2-AS1	3p21.31
C11orf20	11q13.1
DPF2	11q13.1
PRSS45	
PTPRZ1	7q31.32
KRTAP20-1	21q22.11
LOC284757	20q13.33
RBM19	12q24.13-q24.21
SCTR	2q14.2
ATXN3L	Xp22.2
SACS	13q12.12
LILRB1	19q13.42
LOC100288181	8q24.3
FN1	2q35
C4orf22	4q21.21
UQCC	20q11.22
LOC100505835	19q12
ELAC2	17p12
C11orf1	11q23.1
KERA	12q21.33
C8orf33	8q24.3
UBXN8	8p12
RNPS1	16p13.3
LOC100133920	2q11.1
APOL3	22q12.3
ZBED1	X;Y
LOC388813	21q11.2
COX11	17q22
RNF14	5q31.3
ZNF490	19p13.2-p13.13
TMEM244	6q22.33
ZFAND2B	2q35
SNORD50A	6q14.3
ARL6IP5	3p14.1
VPS16	20p13
SNORD11B	2q33.1
RPL8	8q24.3
NCAM1	11q23.2
TSSC4	11p15.5
SNTB2	16q22.1
MAPK8IP2	22q13.33
ZNF295-AS1	21q22.3
PLBD2	12q24.13
TRIM40	6p22.1
KRTAP10-6	21q22.3
IFI6	1p35.3
ADD2	2p13.3
WDR78	1p31.3
WDR47	1p13.3
EXO1	1q43
CACNA1D	3p21.1
SMAD4	18q21.2
MIR877	6p21.33
HLA-DRB5	6p21.32
BHLHE22	8q12.3
AFG3L2	18p11.21
RASL10B	17q12
ANGPTL1	1q25.2
POU2F3	11q23.3
C9orf172	9q34.3
ITGB4	17q25.1
CSRP2BP	20p11.23
SNORD48	6p21.33
SNORA49	12q24.33
SLC7A6	16q22.1
EDAR	2q13
TESK2	1p34.1
BIRC7	20q13.33
NEK10	3p24.1
DNAJA4	15q25.1
POP7	7q22.1
IFITM5	11p15.5
CYGB	17q25.1
OR1F2P	16p13.3
ICAM2	17q23.3
FAM43A	3q29
RABL3	3q13.33
C17orf98	17q12
UBE2DNL	Xq21.1
MIR4292	9q34.3
LINC00635	3q13.12
LOC100505768	1p22.3
OSGEP	14q11.2
HEATR7A	8q24.3
ZNF498	7q22.1
CSN3	4q13.3
SNORA84	9q22.31
LRRC19	9p21.2
MPP3	17q21.31
TLN1	9p13.3
ZNF467	7q36.1
ZNF280C	Xq26.1
MIR200A	1p36.33
APOL5	22q12.3
MIR5580	14q22.2
PAK2	3q29
CT45A6	Xq26.3
SERINC1	6q22.31
LOC100505964	2p25.3
WHSC2	4p16.3
SSR4P1	21q22.3
MAT2B	5q34
LSM2	6p21.33
FAH	15q25.1
USP20	9q34.11
POMGNT1	1p34.1
MIR574	4p14
NANOS1	10q26.11
AEBP2	12p12.3
LOC100128338	
SEH1L	18p11.21
HOXC10	12q13.13
TBX5	12q24.21
SLC35F5	2q14.1
ARHGEF37	5q32
TTC14	3q26.33
LCLAT1	2p23.1
CST13P	20p11.21
FAM110D	1p36.11
TAZ	
SOX5	12p12.1
DENND1B	1q31.3
GPSM3	6p21.32
HMX1	4p16.1
ZNF826P	19p12
IFI44	1p31.1
CDK2AP2	11q13.2
CD74	5q33.1
LINC00366	13q13.3
HHATL	3p22.1
DENND4A	15q22.31
CNTNAP3	9p12
PCDHA12	5q31.3
ULK3	15q24.1
ODZ1	Xq25
S100A14	1q21.3
KLKP1	19q13.33
CPNE5	6p21.2
ST3GAL4	11q24.2
SLC35A4	5q31.3
CAMK1G	1q32.2
BMPER	7p14.3
ADAMTS2	5q35.3
COA3	17q21.2
APOA4	11q23.3
SYT17	16p12.3
HTA	16q22.3
ZSCAN1	19q13.43
NUDT15	13q14.2
AMMECR1	Xq23
DNAH14	1q42.12
URM1	9q34.11
MAPK4	18q21.1-q21.2
FRA10AC1	10q23.33
C11orf83	11q12.3
BCAR4	16p13.13
MIR199B	9q34.11
IKBKB	8p11.21
GSTM2P1	6q21
PALMD	1p21.2
PMS1	2q32.2
OLFML2A	9q33.3
METTL7B	12q13.2
SERINC3	20q13.12
FAM197Y5	Yp11.2
TMEM72-AS1	10q11.21
DHX9	1q25.3
PKIA	8q21.13
GPR37	7q31.33
TMEM27	Xp22.2
SETD5	3p25.3
ARRDC5	19p13.3
OR52W1	11p15.4
TAF15	17q12
MORN4	10q24.2
MIR548A1	6p22.3
MIR3170	13q32.2
HSP90B3P	1p22.1
DCAF15	19p13.12
LOC93622	4p16.1
FAM104B	Xp11.21
PCDHA2	5q31.3
RNF111	15q22.1-q22.2
ZNF488	10q11.22
STX18	4p16.3-p16.2
CCT6P1	7q11.21
SNORD124	17q21.1
IL6R	1q21.3
SVEP1	9q31.3
FXYD7	19q13.12
PLAC8L1	5q32
UBQLN1	9q21.32; 9q21.2-q21.3
LOC339298	18q23
NAT8	2p13.1
SNORA5C	7p13
FOXD1	5q13.2
SNORD6	11q21
OR6A2	11p15.4
MIR1295B	1q24.3
MRGPRX3	11p15.1
CALHM2	10q24.33
CCDC99	5q35.1
EXOSC2	9q34.12
TAP2	6p21.32
MIR19B1	13q31.3
MIR1972-2	16q22.1
L3MBTL1	20q13.12
RRAS2	11p15.2
ARGFX	3q13.33
WDR75	2q32.2
RPL35A	3q29
CST9L	20p11.21
GNMT	6p21.1
POLL	10q24.32
CELF6	15q23
MYPN	10q21.3
STAC2	17q12
TAG	
C2orf88	2q32.2
TNP2	16p13.13
STRA6	15q24.1
NCSTN	1q23.2
FOXP4	6p21.1
FLJ43860	8q24.3
SMIM1	1p36.32
KRT19	17q21.2
NFKBIE	6p21.1
LYPLAL1	1q41
GPR84	12q13.13
TMCC2	1q32.1
UBE2S	19q13.42
LOC220729	3q29
TMEM8B	9p13.3
CD300LG	17q21.31
LSR	19q13.12
GUCY2F	Xq22.3-q23
RNF138P1	5q11.2
DDR1	6p21.33
ZNF470	19q13.43
NUCB1	19q13.33
DSCAM-AS1	21q22.2
ATMIN	16q23.2
SNPH	20p13
ZNF738	19p12
KRT7	12q13.13
MIR3976	18p11.31
PPAN	19p13.2
LIPF	10q23.31
CCDC114	19q13.33
COL22A1	8q24.23-q24.3
SYNPO2L	10q22.2
TTC29	4q31.22
LOC100131825	1q23.2
PRMT5	14q11.2
FBXL19-AS1	16p11.2
EI24	11q24.2
RP9P	7p14.3
CD274	9p24.1
RBM41	Xq22.3
UGGT2	13q32.1
MIRLET7C	21q21.1
PDGFB	22q13.1
OR10R2	1q23.1
WDFY3-AS2	4q21.23
DANCR	4q12
RTP4	3q27.3
CD72	9p13.3
KCNK13	14q32.11
PRKACG	9q21.11
OR56A1	11p15.4
NFXL1	4p12
TMEM102	17p13.1
TIAF1	17q11.2
HUS1	7p12.3
DMC1	22q13.1
BCMO1	16q23.2
LINC00282	13q14.3
CCT4	2p15
CCDC134	22q13.2
ZNF727	7q11.21
OGFR	20q13.33
C4orf6	4p16.2
TBC1D25	Xp11.23
KCNC4	1p13.3
IDH3G	Xq28
USP17L1P	8p23.1
ZNF187	6p22.1
TJP1	15q13.1
RNF133	7q31.32
IKBKE	1q32.1
HEPN1	11q24.2
THEMIS2	1p35.3
PCOLCE	7q22.1
OR4K5	14q11.2
UBXN11	1p36.11
FSCN3	7q32.1
IGFBPL1	9p13.1
OR1N2	9q33.2
MIR3618	22q11.21
HS3ST5	6q21-q22.1
BTN1A1	6p22.2
FAM111A	11q12.1
MID1IP1	Xp11.4
SNORA77	1q32.1
AMY2B	1p21.1
FAM83D	20q11.23
SNAP25-AS1	20p12.2
KIAA0182	16q24.1
DZANK1	20p11.23
ZBTB22	6p21.32
TXN2	22q12.3
LGALS7	19q13.2
DTX3L	3q21.1
GMFG	19q13.2
ALDH9A1	1q24.1
MIR410	14q32.31
ZMYND10	3p21.31
BUD31	7q22.1
SNORD113-7	14q32.31
SLC8A2	19q13.32
MIR5583-1	18q12.3
TAB3	Xp21.2
UCHL1	4p13
SNORD15B	11q13.4
DUSP5	10q25.2
C5orf55	5p15.33
MRAS	3q22.3
CLEC18B	16q23.1
PYDC2	3q28
PQLC2	1p36.13
MIR889	14q32.31
ACADL	2q34
CSAD	12q13.13
CCDC88C	14q32.11-q32.12
LIF	22q12.2
FAM135B	8q24.23
MIB1	18q11.2
C6orf106	6p21.31
NBEA	13q13.3
AATK	17q25.3
COX7A2L	2p21
PPP1R14B	11q13.1
KLHL11	17q21.2
CARS2	13q34
MIR3178	16p13.3
GZMB	14q12
ANKRD34A	1q21.1
UQCRC2	16p12.2
SLC16A14	2q36.3
SNRNP48	6p24.3
SLC39A2	14q11.2
BMP5	6p12.1
PALM2	
MIR3119-2	1q24.2
LSM6	4q31.22
TTC38	22q13.31
C9	5p13.1
BCL2L14	12p13.2
SYK	9q22.2
SERTAD3	19q13.2
KLF10	8q22.3
NAV3	12q21.2
STXBP1	9q34.11
MIER2	19p13.3
H3F3B	
MIR4446	3q13.2
MB	22q12.3
CD24	6q21
LOC148413	1p36.33
KIAA0240	6p21.1
LOC100505912	4p15.2
KIAA1715	2q31.1
MIR614	12p13.1
ALDH3B1	11q13.2
LOC285000	2q12.2
ETV3L	1q23.1
TEX2	17q23.3
C15orf41	15q14
HOMER3	19p13.11
OR4X1	11p11.2
S100A13	1q21.3
LOC100132831	Xp11.4
MIR380	14q32.31
RAD54L2	3p21.2
GID4	17p11.2; 17p11.2
KRTAP4-1	17q21.2
FMOD	1q32.1
RAP1B	12q15
PRAMEF12	1p36.21
BANP	16q24.2
ILF2	1q21.3
C16orf87	16q11.2
ASB2	14q32.12
GVINP1	11p15.4
LOC100289187	7q22.1
LOC100128252	19q13.43
SNORD42A	17q11.2
PXK	3p14.3
ATF6	1q23.3
GTF2B	1p22.2
ZNF613	19q13.41
NDUFS4	5q11.2
CDCA7	2q31.1
SNORA19	10q26.11
CTXN3	5q23.2
SPIC	12q23.2
MZT2A	2q21.1
MDGA1	6p21.2
RNY4	7q36.1
ZNF415	19q13.42
SULT1A4	16p11.2
MIR764	Xq23
CDKN1B	12p13.1
SERPINB8	18q22.1
TMOD4	1q21.3
KRTAP5-5	11p15.5
EFCAB10	7q22.3
FAR1	11p15.3
KDM5B-AS1	1q32.1
MYO1B	2q32.3
CYB561D1	1p13.3
PDGFC	4q32.1
FLJ36000	17p11.2
TMEM178A	2p22.1
DRG1	22q12.2
C8orf12	8p23.1
EFHD2	1p36.21
RNF185	22q12.2
RELT	11q13.4
ICMT	1p36.31
SGK494	17q11.2
THAP9-AS1	4q21.22
HPSE2	10q24.2
TAS1R2	1p36.13
PPP2R2B-IT1	5q32
INHA	2q35
LOC153910	6q24.2
ZFP1	16q23.1
TPP2	13q33.1
C3orf32	3p25.3
FAM53B	10q26.13
OR2C1	16p13.3
MIR505	Xq27.1
CDCP2	1p32.3
PELI1	2p14
CCDC79	16q22.1
DERL1	8q24.13
TAS2R5	7q34
FNDC8	17q12
NDP	Xp11.3
BCL3	19q13.32
PLEKHF2	8q22.1
HN1L	16p13.3
MRVI1	
VNN1	6q23.2
KANSL1L	2q34
LOC401093	3q25.1
DYNC1LI1	3p22.3
LOC100287177	19q13.32
MIR4505	14q24.3
ZNF692	1q44
HMGA1P7	6q23.2
LINC00597	15q24.3
SLC5A2	16p11.2
GHRLOS2	3p25.3
HILS1	17q21.33
TM4SF20	2q36.3
C20orf144	20q11.22
TSNAXIP1	16q22.1
RORB	9q21.13
SLCO1A2	12p12.1
SNAR-B2	19q13.33
NAA50	3q13.31
FXYD3	19q13.12
NINJ1	9q22.31
ORMDL3	17q21.1
PLCD1	3p22.2
NCOA4	10q11.22
SCAF8	6q25.2
WNT8B	10q24.31
TREML2	6p21.1
EPT1	2p23.3
BTBD16	10q26.13
HIST1H3A	6p22.2
RPL13AP3	14q22.3
CUBN	10p13
ADAM28	8p21.2
MIR124-3	20q13.33
SEC24A	5q31.1
MIR4706	14q23.3
ZNF611	19q13.41
METTL12	11q12.3
MIR154	14q32.31
ARFGEF1	8q13.2
SSR2	1q22
HECTD2	10q23.32
ZNF625-ZNF20	19p13.2
SCMH1	1p34.2
DDX6	11q23.3
MIR320A	8p21.3
PPP1R3C	10q23.32
OR3A1	17p13.3
KIF23	15q23
TTTY15	Yq11.221
C6orf25	6p21.33
TTC27	2p22.3
TBCCD1	3q27.3
MIR509-2	Xq27.3
OR1L4	9q33.2
ECSIT	19p13.2
CDC42EP5	19q13.42
LOC219731	10p14
SAC3D1	11q13.1
LOC257396	5q11.2
PPP1R18	6p21.33
SH3PXD2B	5q35.1
DSCAM	21q22.2
IGSF9	1q23.2
METTL2B	7q32.1
NXPH1	7p21.3
TOM1L1	17q22
PON3	7q21.3
IDO1	8p11.21
SSFA2	2q31.3
SLC6A2	16q12.2
ZNF699	19p13.2
MIR378F	1p36.11
RPL21P44	4q12
ID2	2p25.1
SLC6A1	3p25.3
RPRML	17q21.32
ECHDC2	1p32.3
GATAD2A	19p13.11
SIK2	11q23.1
FAM200B	4p15.32
MIR20A	13q31.3
BBS7	4q27
ALX3	1p13.3
C3orf55	3q25.32
MMEL1	1p36.32
C19orf42	19p13.11
NDE1	16p13.11
THOC5	22q12.2
UBE2G2	21q22.3
NR2C2	3p25.1
CDHR1	10q23.1
SLC22A17	14q11.2
CASP14	19p13.12
LOC645249	7q36.3
RFC1	4p14
PPAP2C	19p13.3
MIR1915	10p12.31
HLA-DOA	6p21.32
A4GNT	3q22.3
FUT10	8p12
HAO1	20p12.3
SLC50A1	1q22
BTG3	21q21.1
PPP1R12B	1q32.1
KIAA1755	20q11.23
PSEN1	14q24.2
ATP5G2	12q13.13
GABRR3	3q11.2
PFKP	10p15.2
DCAF7	17q23.3
ACAD9	3q21.3
CSMD1	8p23.2
NAP1L5	4q22.1; 4q21-q22
PNLIP	10q25.3
MAMDC4	9q34.3
NIPAL2	8q22.2
GPR112	Xq26.3
ASH1L	1q22
SPANXN3	Xq27.3
CRYBB2P1	22q11.23
TXNDC5	6p24.3
PRSS46	
ELAVL3	19p13.2
MACC1-AS1	7p21.1
CD2	1p13.1
TMEM231	16q23.1
TEX101	19q13.31
VPS13A	9q21.2
SLC45A1	1p36.23
TRPC6	11q22.1
VWA3A	16p12.2
PPP3CC	8p21.3
MIR298	20q13.32
RANBP1	22q11.21
IL10RA	11q23.3
ESR1	6q25.1-q25.2
CMA1	14q12
SPATA5L1	15q21.1
PPP4C	16p11.2
CDK8	13q12.13
GEMIN8	Xp22.2
SNORA7A	3p25.2
BOD1L2	18q21.31
U2AF2	19q13.42
COL9A1	6q13
PC	11q13.2
PRDM14	8q13.3
TXNL1	18q21.31
EPHB4	7q22.1
MIR550A1	7p14.3
IMPAD1	8q12.1
VENTXP7	3p24.3
HIST1H1B	6p22.1
PDXDC2P	16q22.1
ROPN1B	3q21.2
SHFM1	7q21.3
VPS29	12q24.11
FAM124B	2q36.2
PDXDC1	16p13.11
FAM73A	1p31.1
SYT10	12p11.1
CRYL1	13q12.11
SPRED1	15q14
MRS2P2	12q21.1
PPP3CB	10q22.2
ENDOV	17q25.3
SLC25A53	Xq22.2
TMEM246	9q31.1
MIR5093	16q24.1
DMGDH	5q14.1
ACMSD	2q21.3
CECR7	22q11.1
BRS3	Xq26.3
SNF8	17q21.32
CCDC67	11q21
LOC100132146	3p21.31
UBE2C	20q13.12
CAMK2D	4q26
RNF126P1	17q22
CLSPN	1p34.3
MIR550A2	7p14.3
PAX5	9p13.2
MIR155HG	chromosome: 21
WNT7B	22q13.31
EPRS	1q41
OR4C46	11q11
SNRPB	20p13
CCDC140	2q36.1
KRTAP3-1	17q21.2
TMEM232	5q22.1
UBQLN4	1q22
PTDSS2	11p15.5
CLEC18C	16q22.1
KIAA1324L	7q21.12
CFC1	2q21.1
SMCR9	
PADI3	1p36.13
TREH	11q23.3
MIR4485	11p15.4
OR8D2	11q24.2
MIR4299	11p15.4
SPATA13-AS1	13q12.12
TLR1	4p14
ACTL7B	9q31.3
UBE2K	4p14
COASY	17q21.2
FCGRT	19q13.33
CEP70	3q22.3
CDHR4	3p21.31
MIR548D2	17q24.2
DPY19L2	12q14.2
BSN	3p21.31
C2orf62	2q35
KRTAP10-4	21q22.3
ZNF575	19q13.31
TAF4B	18q11.2
SPATA2	20q13.13
FAM192A	16q13
PRDM11	11p11.2
SNORD115-15	15q11.2
MIR4639	6p22.3
ASIP	20q11.22
ADIPOR1	1q32.1
GSG1	12p13.1
LILRA4	19q13.42
C14orf37	14q23.1
CDC25B	20p13
PCDHB14	5q31.3
ST14	11q24.3
RAD54L	1p34.1
CS	12q13.3
ZNF385D	3p24.3
LOC100270804	20p11.23
SNORD45B	1p31.1
JAZF1-AS1	7p15.1
TUBA1C	12q13.12
PPARGC1A	4p15.2
GATAD2B	1q21.3
SNORA70F	2q24.3
C2orf29	2q11.2
SNORA26	4q12
FOXI1	5q35.1
RHPN2	19q13.11
ZNF736	7q11.21
PSMD12	17q24.2
MRPL22	5q33.2
AGFG2	7q22.1
TMEM181	6q25.3
CAD	2p23.3
WDR26	1q42.11-q42.12
RGS10	10q26.11
CHPF	2q35
VWC2	7p12.2
NDUFB7	19p13.12
SPATA7	14q31.3
KCNAB1	3q25.31
ZNF605	12q24.33
C1orf100	1q44
CPSF2	14q32.12
RPSAP9	9q21.13
S1PR1	1p21.2
LOC100130880	7q33
RAPGEF6	5q31.1
HGD	3q13.33
DSG3	18q12.1
PARP2	14q11.2
KCNJ10	1q23.2
OR2B11	1q44
MIR1284	3p13
KCNG2	18q23
C1orf185	1p32.3
UGT1A8	2q37.1
PHLDA3	1q32.1
MIR3620	1q42.13
ZNF839	14q32.31
SMC1B	22q13.31
GPRIN2	10q11.22
PLRG1	4q31.3
XDH	2p23.1
MIR1322	8p23.1
LOC100288122	18p11.21
HOXC9	12q13.13
KIRREL	1q23.1
PLB1	2p23.2
LRRTM1	2p12
SNORD52	6p21.33
GPR157	1p36.22
MIR3123	1q43
MTRNR2L5	10q21.1
GCOM1	15q21.3
C11orf85	11q13.1
APOA5	11q23.3
RPS11	19q13.33
HSF1	8q24.3
GNG12	1p31.3
KIAA0408	6q22.33
FDXR	17q25.1
ACBD7	10p13
RNF123	3p21.31
MTVR2	17q22
MIR4732	17q11.2
GRIN3A	9q31.1
FOXO3B	17p11.2
OR4K14	14q11.2
ZFP2	5q35.3
GOLPH3L	1q21.3
XIAP	Xq25
FABP1	2p11.2
CHRNA2	8p21.2
METTL22	16p13.2
CCKAR	4p15.2
ETHE1	19q13.31
SLC23A3	2q35
SNORD115-44	15q11.2
NAA35	9q21.33
KIAA0020	9p24.2
EZH2	7q36.1
LOC339975	4q35.2
ZNF785	16p11.2
OTUD5	Xp11.23
TEX13B	Xq22.3
C8orf42	8p23.3
TAPT1	4p15.32
RNASEK	17p13.1
MGC27345	7q32.1
LHX9	1q31.3
NEK8	17q11.2
OTC	Xp11.4
MMP23A	1p36.33
BOP1	8q24.3
CARTPT	5q13.2
PI15	8q21.13
EIF3K	19q13.2
IVL	1q21.3
BTBD3	20p12.2
FPGT-TNNI3K	1p31.1
RARS	5q34
LOC100271832	
LOC643486	Xq21.33
ZC3H7B	22q13.2
CXCL11	4q21.1
SPINK9	5q32
OSBPL10	3p23
MIR4290	9q22.2
RPS6KA2	6q27
FAM46B	1p36.11
SNTG1	8q11.21
SUV39H2	
GRTP1	13q34
ACSM5	16p12.3
DTX1	12q24.13
GALNT4	12q21.33
LOC646762	7p14.3
LOC284578	1q32.1
LOC338739	11p13
CRTAC1	10q24.2
NEUROD6	7p14.3
NEK2	1q32.3
COX7A2	6q14.1
RGS1	1q31.2
CSH2	17q23.3
SLC41A2	12q23.3
RNF144A	2p25.1
RASL11A	13q12.2
MIR4321	19p13.3
ADRA2B	2q11.2
TNFRSF9	1p36.23
LRRC33	3q29
SLC37A2	11q24.2
NHEJ1	2q35
FAM70A	Xq24
ME1	6q14.2
CNKSR2	Xp22.12
ATG7	3p25.3
MGC16121	Xq26.3
RPL22	1p36.31
SASS6	1p21.2
PTGER2	14q22.1
MIR518E	19q13.42
FOXH1	8q24.3
HERPUD2	7p14.2
ABCC12	16q12.1
DSG2	18q12.1
ZNF552	19q13.43
KAT6A	8p11.21
FAM103A1	15q25.2
AMY2A	1p21.1
JOSD1	22q13.1
ADAM10	15q21.3
OR1A1	17p13.3
OR6W1P	7q34
LOC100129250	9p21.1
ZNF440	19p13.2
HDHD1	Xp22.31
NUDT19	19q13.11
ARHGAP6	Xp22.2
CD36	7q21.11
LINC00410	13q31.3
SSH1	12q24.11
PARL	3q27.1
USP6NL	10p14
LOC100128573	
IGSF5	21q22.2
KLHDC7B	22q13.33
DCTPP1	16p11.2
CCDC11	18q21.1
LOC100131257	7p22.1
LOC100505474	18q21.2
CEP72	5p15.33
CEND1	11p15.5
CCT8	21q21.3
LOC554206	16p12.1
GLA	Xq22.1
MIR4738	17q25.1
OR4A5	11q11
TCERG1	5q32
MLNR	13q14.2
HCN3	1q22
CKMT2	5q14.1
KLF7	2q33.3
CTRC	1p36.21
TSPY3	Yp11.2
ZNF410	14q24.3
AKT1S1	19q13.33
SOCS2-AS1	12q22
VPS72	1q21.3
MGC16275	17q25.1
RNMT	18p11.21
UBAP2	9p13.3
NOA1	4q12
CDCA7L	7p15.3
C7orf49	7q33
MIR765	1q23.1
CLYBL	13q32.3
C17orf105	17q21.31
IDH2	15q26.1
MYO10	5p15.1
CNTN4-AS2	3p26.3
CASP3	4q35.1
TMCO5A	15q14
B4GALT4	3q13.32
PGAM1	10q24.1
IGF2BP1	17q21.32
MAD1L1	7p22.3
CCDC144A	17p11.2
LETM2	8p11.23
BBC3	19q13.32
RBM34	1q42.3
TLCD1	17q11.2
PRPSAP1	17q25.1
BRAT1	7p22.3
PCYT2	17q25.3
SLURP1	8q24.3
TBC1D10C	11q13.2
RCHY1	4q21.1
FAM162B	6q22.1
HIST1H2AJ	6p22.1
TCHHL1	1q21.3
SP6	17q21.32
MIR4690	11q13.1
PRAF2	Xp11.23
TEDDM1	1q25.3
KIF21B	1q32.1
RNF223	1p36.33
ZNF90	19p12
JMJD6	17q25.1
SIGLEC10	19q13.41
CRTC3	15q26.1
RAB4B-EGLN2	19q13.2
GNRHR	4q13.2
RANBP2	2q13
LOC100288748	8q22.1
HELQ	4q21.23
AGAP8	10q11.22
ECE2	3q27.1
GM140	1q25.3
ANGPTL4	19p13.2
ITPRIPL2	16p12.3
C3orf65	3q27.2
PAPD4	5q14.1
ZCCHC2	18q21.33
KLHL15	Xp22.11
RBM48	7q21.2
SIRT3	11p15.5
APBB1	11p15.4
RPS14	5q33.1
WNT3	17q21.31-q21.32
MIR4687	11p15.4
CLDN3	7q11.23
PPP1R16A	8q24.3
MIR4319	18q12.3
BSPH1	19q13.33
EPHX2	8p21.2-p21.1
MT1B	16q13
GRAMD4	22q13.31
DEFB114	6p12.3
PTK7	6p21.1
MIR1208	8q24.21
TMEM86A	11p15.1
C17orf75	17q11.2
ABI3BP	3q12.2
KRTAP20-2	21q22.11
MAN2B1	19p13.13
CLASP2	3p22.3
CTNS	17p13.2
GSTT2B	22q11.23
CX3CL1	16q21
ANKRD7	7q31.31
AGPAT5	8p23.1
FAM86B1	8p23.1
GUSBP3	5q13.2
ARG2	14q24.1
SH3BGR	21q22.2
BET1L	11p15.5
FLJ35424	4p16.3
RRH	4q25
AKAP9	7q21.2
SNORD116-19	15q11.2
MAPK6	15q21.2
CACNG6	19q13.42
CES3	16q22.1
FETUB	3q27.3
DDO	6q21
RPUSD4	11q24.2
C12orf39	12p12.1
DARS	2q21.3
CCL22	16q21
SNORA5A	7p13
GPR87	3q25.1
SUV420H2	19q13.42
HIST1H2AH	6p22.1
DPY30	2p22.3
OR52A5	11p15.4
FBXL22	15q22.31
SNORD98	10q21.3
FBXL7	5p15.1
CHTF18	16p13.3
TMTC3	12q21.32
MIR3194	20q13.2
TESK1	9p13.3
GPR83	11q21
STX16	20q13.32
TSNARE1	8q24.3
